$uri,Identifier,Title,http://jazz.net/ns/rm/navigation#parent
https://homie.byte.fi:9443/rm/resources/BI_C3DhQKqZEe-h5a7kaTE9dw,551,System must open logo when opened.,
https://homie.byte.fi:9443/rm/resources/WR_InAGoKqZEe-h5a7kaTE9dw,552,process.jpg,/Base Artifacts/Stakeholder Template artifacts
https://homie.byte.fi:9443/rm/resources/MD_a5UyAKqaEe-h5a7kaTE9dw,553,SW Module,/
https://homie.byte.fi:9443/rm/resources/TX_dqWvMKqaEe-h5a7kaTE9dw,554,Intro,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/BI_dqM-MKqaEe-h5a7kaTE9dw,554,Intro,
https://homie.byte.fi:9443/rm/resources/TX_e3qP0aqaEe-h5a7kaTE9dw,555,Specs,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/BI_e3jiIKqaEe-h5a7kaTE9dw,555,Specs,
https://homie.byte.fi:9443/rm/resources/TX_i4b9oKqaEe-h5a7kaTE9dw,556,"The login screen shall display the company logo as specified in the company webpage, positioned at the top center of the screen and scaled to a width of 200 pixels while maintaining the aspect ratio, in accordance with the design specifications.",/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/BI_i4JpwKqaEe-h5a7kaTE9dw,556,"The login screen shall display the company logo as specified in the company webpage, positioned at the top center of the screen and scaled to a width of 200 pixels while maintaining the aspect ratio, in accordance with the design specifications.",
https://homie.byte.fi:9443/rm/resources/TX_qSWxgKqaEe-h5a7kaTE9dw,557,The login screen shall display the specified logo consistent with the provided image.,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/BI_qSKkQKqaEe-h5a7kaTE9dw,557,The login screen shall display the specified logo consistent with the provided image.,
https://homie.byte.fi:9443/rm/resources/TX_saSHUKqaEe-h5a7kaTE9dw,558,Login screen must show this logo,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/BI_saLZoKqaEe-h5a7kaTE9dw,558,Login screen must show this logo,
https://homie.byte.fi:9443/rm/resources/TX_be2D8KvZEe-h5a7kaTE9dw,559,This is info with image,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/BI_beookKvZEe-h5a7kaTE9dw,559,This is info with image,
https://homie.byte.fi:9443/rm/resources/TX_6BsuILG_Ee-SaoNEV1jXUA,560,HW Req1,/
https://homie.byte.fi:9443/rm/resources/TX_mAltwLWEEe-SaoNEV1jXUA,561,The device shall be capable of integrating with a boombox via a standard 3.5mm audio jack interface.,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_mAUoALWEEe-SaoNEV1jXUA,561,The device shall be capable of integrating with a boombox via a standard 3.5mm audio jack interface.,
https://homie.byte.fi:9443/rm/resources/TX_SWVM0LWIEe-SaoNEV1jXUA,562,System supports main hearing aid systems.,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_SWF8QLWIEe-SaoNEV1jXUA,562,System supports main hearing aid systems.,
https://homie.byte.fi:9443/rm/resources/TX_acvhALWNEe-SaoNEV1jXUA,563,A latency checker is needed as background feature.,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/TX_kdh18LY8Ee-SaoNEV1jXUA,565,New Entry,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_kdPiELY8Ee-SaoNEV1jXUA,565,New Entry,
https://homie.byte.fi:9443/rm/resources/WR_x8V0YLZQEe-SaoNEV1jXUA,566,MatchingTraceLink.png,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/TX_KA-mELfmEe-rI6dPEMZjRA,567,Add more values,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/BI_KAfd4LfmEe-rI6dPEMZjRA,567,Add more values,
https://homie.byte.fi:9443/rm/resources/TX_LbwiALfmEe-rI6dPEMZjRA,568,Remove values,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/BI_LbdnELfmEe-rI6dPEMZjRA,568,Remove values,
https://homie.byte.fi:9443/rm/resources/WR_lbb3ILu3Ee-_4d087o9VlA,569,5G_Device.png,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/WR_ujC9oLxAEe-_4d087o9VlA,572,Device Requirements.zip,/
https://homie.byte.fi:9443/rm/resources/TX_XxuBQLxIEe-_4d087o9VlA,573,New Entry,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_XxcUcLxIEe-_4d087o9VlA,573,New Entry,
https://homie.byte.fi:9443/rm/resources/TX_t0bqgLxIEe-_4d087o9VlA,574,New Entry,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_t0R5gLxIEe-_4d087o9VlA,574,New Entry,
https://homie.byte.fi:9443/rm/resources/TX_RFLt4NHrEe-_4d087o9VlA,575,The device shall have an aesthetically pleasing design that meets user satisfaction criteria as determined by a survey with at least 80% positive feedback from users.,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_RE9EYNHrEe-_4d087o9VlA,575,The device shall have an aesthetically pleasing design that meets user satisfaction criteria as determined by a survey with at least 80% positive feedback from users.,
https://homie.byte.fi:9443/rm/resources/TX_UW3pcOVlEe-uzcOjOC46oQ,577,New Entry,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/TX_S2yhUOVmEe-uzcOjOC46oQ,578,New Entry,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/TX_scMBgOl0Ee-QLM63dPsQCw,580,"The device shall have a user interface that allows users to complete basic tasks within three steps or fewer, ensuring ease of use for individuals with minimal technical experience. Add text here",/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_sbp2AOl0Ee-QLM63dPsQCw,580,"The device shall have a user interface that allows users to complete basic tasks within three steps or fewer, ensuring ease of use for individuals with minimal technical experience. Add text here",
https://homie.byte.fi:9443/rm/resources/TX_ASuusOnkEe-QLM63dPsQCw,581,New Entry,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_ASZ-kOnkEe-QLM63dPsQCw,581,New Entry,
https://homie.byte.fi:9443/rm/resources/TX_Qx59AO9tEe-MVuKSoJycXQ,582,New Entry,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_QxaNwO9tEe-MVuKSoJycXQ,582,New Entry,
https://homie.byte.fi:9443/rm/resources/WR_P6YIAAMJEfCtJOGBQiRgNA,583,img-03171024.png,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/WR_SqGdoAMJEfCtJOGBQiRgNA,584,LAtex.jpg,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/BI_SsPLoAMJEfCtJOGBQiRgNA,584,LAtex.jpg,
https://homie.byte.fi:9443/rm/resources/WR_mnk4sAMJEfCtJOGBQiRgNA,585,img-03171027.png,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/WR_nqd5EAMJEfCtJOGBQiRgNA,586,Latex2.jpg,/Base Artifacts/SW Module artifacts
https://homie.byte.fi:9443/rm/resources/BI_ns_BkAMJEfCtJOGBQiRgNA,586,Latex2.jpg,
https://homie.byte.fi:9443/rm/resources/WR_G2uuEArcEfCtJOGBQiRgNA,587,Formula,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/TX_KDofAA05EfCtJOGBQiRgNA,588,fffff,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_KDZOcA05EfCtJOGBQiRgNA,588,fffff,
https://homie.byte.fi:9443/rm/resources/TX_WGJOoA05EfCtJOGBQiRgNA,589,New Entry,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_WF26wA05EfCtJOGBQiRgNA,589,New Entry,
https://homie.byte.fi:9443/rm/resources/TX_konf8A1BEfCGSN0Mhy7mOA,590,New Entry,/Device Requirements artifacts
https://homie.byte.fi:9443/rm/resources/BI_koBqEA1BEfCGSN0Mhy7mOA,590,New Entry,
